timestamp,question,sql_query,success,valid_sql,rows_returned,error_message,confidence,confidence_label
2025-11-16T23:36:34.524166,Which country has the most customers?,SELECT Country FROM Customers GROUP BY Country ORDER BY COUNT(*) DESC LIMIT 1,True,True,0,,0.744,Medium
2025-11-16T23:36:34.524166,Which country has the most customers?,SELECT Country FROM Customers GROUP BY Country ORDER BY COUNT(*) DESC LIMIT 1,True,True,0,,0.744,Medium
2025-11-16T23:36:34.565194,Which country has the most customers?,SELECT Country FROM Customers GROUP BY Country ORDER BY COUNT(*) DESC LIMIT 1,True,True,1,,0.744,Medium
2025-11-16T23:36:34.565194,Which country has the most customers?,SELECT Country FROM Customers GROUP BY Country ORDER BY COUNT(*) DESC LIMIT 1,True,True,1,,0.744,Medium
2025-11-16T23:36:47.436763,Which country has the most customers?,SELECT Country FROM Customers GROUP BY Country ORDER BY COUNT(*) DESC LIMIT 1,True,True,1,,0.744,Medium
2025-11-16T23:36:47.436763,Which country has the most customers?,SELECT Country FROM Customers GROUP BY Country ORDER BY COUNT(*) DESC LIMIT 1,True,True,1,,0.744,Medium
2025-11-16T23:46:33.744150,Describe all table relationships,,False,False,0,,0.956,High
2025-11-16T23:46:33.744150,Describe all table relationships,,False,False,0,,0.956,High
2025-11-16T23:50:56.357982,Count total records in sqlite_sequence,SELECT COUNT(*) FROM ite_sequence,False,False,0,,0.744,Medium
2025-11-16T23:50:56.357982,Count total records in sqlite_sequence,SELECT COUNT(*) FROM ite_sequence,False,False,0,,0.744,Medium
2025-11-16T23:50:56.383253,Count total records in sqlite_sequence,SELECT COUNT(*) FROM ite_sequence,True,False,0,,0.744,Medium
2025-11-16T23:50:56.383253,Count total records in sqlite_sequence,SELECT COUNT(*) FROM ite_sequence,True,False,0,,0.744,Medium
2025-11-16T23:51:31.144128,what the name of the employee with most orders?,SELECT COUNT(*) FROM ite_sequence,True,False,0,,0.744,Medium
2025-11-16T23:51:31.144128,what the name of the employee with most orders?,SELECT COUNT(*) FROM ite_sequence,True,False,0,,0.744,Medium
2025-11-16T23:52:35.868507,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,0,,0.792,Medium
2025-11-16T23:52:35.868507,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,0,,0.792,Medium
2025-11-16T23:52:35.912527,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,1,,0.792,Medium
2025-11-16T23:52:35.912527,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,1,,0.792,Medium
2025-11-16T23:52:44.303394,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,1,,0.792,Medium
2025-11-16T23:52:44.303394,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,1,,0.792,Medium
2025-11-16T23:52:49.319937,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,1,,0.792,Medium
2025-11-16T23:52:49.319937,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,1,,0.792,Medium
2025-11-16T23:52:51.129139,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,1,,0.792,Medium
2025-11-16T23:52:51.129139,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,1,,0.792,Medium
2025-11-16T23:52:55.638967,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,1,,0.792,Medium
2025-11-16T23:52:55.638967,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,1,,0.792,Medium
2025-11-16T23:52:59.515515,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,1,,0.792,Medium
2025-11-16T23:52:59.515515,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,1,,0.792,Medium
2025-11-16T23:54:04.529112,Which product has the highest unit price?,"SELECT p.ProductName, MAX(p.UnitPrice) FROM Products p",True,True,0,,0.76,Medium
2025-11-16T23:54:04.529112,Which product has the highest unit price?,"SELECT p.ProductName, MAX(p.UnitPrice) FROM Products p",True,True,0,,0.76,Medium
2025-11-16T23:54:04.719423,Which product has the highest unit price?,"SELECT p.ProductName, MAX(p.UnitPrice) FROM Products p",True,True,1,,0.76,Medium
2025-11-16T23:54:04.719423,Which product has the highest unit price?,"SELECT p.ProductName, MAX(p.UnitPrice) FROM Products p",True,True,1,,0.76,Medium
2025-11-16T23:56:48.191970,Which product has the largest quantity in stock?,"SELECT p.ProductName FROM Products p INNER JOIN (SELECT ProductID, SUM(Quantity) as TotalQuantity FROM OrderDetails GROUP BY ProductID ORDER BY TotalQuantity DESC LIMIT 1) od ON p.ProductID = od.ProductID",False,False,0,,0.777,Medium
2025-11-16T23:56:48.191970,Which product has the largest quantity in stock?,"SELECT p.ProductName FROM Products p INNER JOIN (SELECT ProductID, SUM(Quantity) as TotalQuantity FROM OrderDetails GROUP BY ProductID ORDER BY TotalQuantity DESC LIMIT 1) od ON p.ProductID = od.ProductID",False,False,0,,0.777,Medium
2025-11-16T23:57:33.956779,Which product has the largest quantity in stock?,"SELECT p.ProductName FROM Products p INNER JOIN (SELECT ProductID, SUM(Quantity) as TotalQuantity FROM OrderDetails GROUP BY ProductID ORDER BY TotalQuantity DESC LIMIT 1) od ON p.ProductID = od.ProductID",True,False,0,,0.777,Medium
2025-11-16T23:57:33.956779,Which product has the largest quantity in stock?,"SELECT p.ProductName FROM Products p INNER JOIN (SELECT ProductID, SUM(Quantity) as TotalQuantity FROM OrderDetails GROUP BY ProductID ORDER BY TotalQuantity DESC LIMIT 1) od ON p.ProductID = od.ProductID",True,False,0,,0.777,Medium
2025-11-17T00:02:42.890394,Which product has the largest quantity in stock?,"SELECT p.ProductName FROM Products p INNER JOIN (SELECT ProductID, SUM(Quantity) as TotalQuantity FROM OrderDetails GROUP BY ProductID ORDER BY TotalQuantity DESC LIMIT 1) od ON p.ProductID = od.ProductID",False,False,0,,0.777,Medium
2025-11-17T00:02:42.921031,Which product has the largest quantity in stock?,"SELECT p.ProductName FROM Products p INNER JOIN (SELECT ProductID, SUM(Quantity) as TotalQuantity FROM OrderDetails GROUP BY ProductID ORDER BY TotalQuantity DESC LIMIT 1) od ON p.ProductID = od.ProductID",True,False,0,,0.777,Medium
2025-11-17T00:03:09.796558,Which product has the largest quantity in stock?,"SELECT p.ProductName FROM Products p INNER JOIN (SELECT ProductID, SUM(Quantity) as TotalQuantity FROM OrderDetails GROUP BY ProductID ORDER BY TotalQuantity DESC LIMIT 1) od ON p.ProductID = od.ProductID",True,False,0,,0.777,Medium
2025-11-17T00:03:31.790771,what the name of the employee with most orders?,"SELECT p.ProductName FROM Products p INNER JOIN (SELECT ProductID, SUM(Quantity) as TotalQuantity FROM OrderDetails GROUP BY ProductID ORDER BY TotalQuantity DESC LIMIT 1) od ON p.ProductID = od.ProductID",True,False,0,,0.777,Medium
2025-11-17T00:04:37.412855,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,0,,0.792,Medium
2025-11-17T00:04:37.444327,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,1,,0.792,Medium
2025-11-17T00:06:41.623035,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,1,,0.792,Medium
2025-11-17T00:07:52.262605,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,0,,0.792,Medium
2025-11-17T00:07:52.320431,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,1,,0.792,Medium
2025-11-17T00:10:49.286208,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,1,,0.792,Medium
2025-11-17T00:20:06.359244,Which country has the most customers?,SELECT Country FROM Customers GROUP BY Country ORDER BY COUNT(*) DESC LIMIT 1,True,True,0,,0.744,Medium
2025-11-17T00:20:06.395284,Which country has the most customers?,SELECT Country FROM Customers GROUP BY Country ORDER BY COUNT(*) DESC LIMIT 1,True,True,1,,0.744,Medium
2025-11-17T00:20:18.160047,Which country has the most customers?,SELECT Country FROM Customers GROUP BY Country ORDER BY COUNT(*) DESC LIMIT 1,True,True,1,,0.744,Medium
2025-11-17T00:22:01.779578,Which country has the most customers?,SELECT Country FROM Customers GROUP BY Country ORDER BY COUNT(*) DESC LIMIT 1,True,True,0,,0.744,Medium
2025-11-17T00:22:01.807542,Which country has the most customers?,SELECT Country FROM Customers GROUP BY Country ORDER BY COUNT(*) DESC LIMIT 1,True,True,1,,0.744,Medium
2025-11-17T00:22:26.915641,what the name of the employee with most orders?,SELECT Country FROM Customers GROUP BY Country ORDER BY COUNT(*) DESC LIMIT 1,True,True,1,,0.744,Medium
2025-11-17T00:23:34.973138,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,0,,0.792,Medium
2025-11-17T00:23:35.018343,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,1,,0.792,Medium
2025-11-17T00:23:41.487853,what the name of the employee with most orders?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,1,,0.792,Medium
2025-11-17T00:24:23.393855,Which product has the highest unit price?,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN (SELECT EmployeeID, COUNT(*) as num_orders FROM Orders GROUP BY EmployeeID ORDER BY num_orders DESC LIMIT 1) o ON e.EmployeeID = o.EmployeeID",True,True,1,,0.792,Medium
2025-11-17T00:25:04.992075,Which product has the highest unit price?,"SELECT p.ProductName, MAX(p.UnitPrice) FROM Products p",True,True,0,,0.76,Medium
2025-11-17T00:25:05.014062,Which product has the highest unit price?,"SELECT p.ProductName, MAX(p.UnitPrice) FROM Products p",True,True,1,,0.76,Medium
2025-11-17T00:25:09.337732,Which product has the highest unit price?,"SELECT p.ProductName, MAX(p.UnitPrice) FROM Products p",True,True,1,,0.76,Medium
2025-11-17T00:25:45.595071,Which product has the largest quantity in stock?,"SELECT p.ProductName, MAX(p.UnitPrice) FROM Products p",True,True,1,,0.76,Medium
2025-11-17T00:26:59.782110,Which product has the largest quantity in stock?,"SELECT p.ProductName FROM Products p INNER JOIN (SELECT ProductID, SUM(Quantity) as TotalQuantity FROM OrderDetails GROUP BY ProductID ORDER BY TotalQuantity DESC LIMIT 1) od ON p.ProductID = od.ProductID",False,False,0,,0.777,Medium
2025-11-17T00:26:59.804638,Which product has the largest quantity in stock?,"SELECT p.ProductName FROM Products p INNER JOIN (SELECT ProductID, SUM(Quantity) as TotalQuantity FROM OrderDetails GROUP BY ProductID ORDER BY TotalQuantity DESC LIMIT 1) od ON p.ProductID = od.ProductID",True,False,0,,0.777,Medium
2025-11-17T00:27:05.691722,Which product has the largest quantity in stock?,"SELECT p.ProductName FROM Products p INNER JOIN (SELECT ProductID, SUM(Quantity) as TotalQuantity FROM OrderDetails GROUP BY ProductID ORDER BY TotalQuantity DESC LIMIT 1) od ON p.ProductID = od.ProductID",True,False,0,,0.777,Medium
2025-11-17T00:30:41.518127,Show all products in the “Beverages” category,SELECT * FROM Products INNER JOIN Categories ON Products.CategoryID = Categories.CategoryID WHERE Categories.CategoryName = 'Beverages',True,True,0,,0.778,Medium
2025-11-17T00:30:41.541611,Show all products in the “Beverages” category,SELECT * FROM Products INNER JOIN Categories ON Products.CategoryID = Categories.CategoryID WHERE Categories.CategoryName = 'Beverages',True,True,0,,0.778,Medium
2025-11-17T00:32:03.976537,Show the names of all employees who have shipped orders to Canada,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN Orders o ON e.EmployeeID = o.EmployeeID WHERE o.ShipCountry = 'Canada'",True,True,0,,0.817,Medium
2025-11-17T00:32:04.016357,Show the names of all employees who have shipped orders to Canada,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN Orders o ON e.EmployeeID = o.EmployeeID WHERE o.ShipCountry = 'Canada'",True,True,547,,0.817,Medium
2025-11-17T00:32:14.575155,Show the names of all employees who have shipped orders to Canada,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN Orders o ON e.EmployeeID = o.EmployeeID WHERE o.ShipCountry = 'Canada'",True,True,547,,0.817,Medium
2025-11-17T00:32:31.994587,Find the total number of units sold per product in the ‘Confections’ category.,"SELECT e.FirstName, e.LastName FROM Employees e INNER JOIN Orders o ON e.EmployeeID = o.EmployeeID WHERE o.ShipCountry = 'Canada'",True,True,547,,0.817,Medium
2025-11-17T00:33:50.273310,Find the total number of units sold per product in the ‘Confections’ category.,"SELECT p.ProductName, SUM(p.UnitsSold) FROM Sales s INNER JOIN Products p ON s.ProductID = p.ProductID WHERE p.CategoryID IN (SELECT c.CategoryID FROM Categories c WHERE c.CategoryName = 'Confections') GROUP BY p.ProductName",False,False,0,,0.841,Medium
2025-11-17T00:33:50.304890,Find the total number of units sold per product in the ‘Confections’ category.,"SELECT p.ProductName, SUM(p.UnitsSold) FROM Sales s INNER JOIN Products p ON s.ProductID = p.ProductID WHERE p.CategoryID IN (SELECT c.CategoryID FROM Categories c WHERE c.CategoryName = 'Confections') GROUP BY p.ProductName",True,False,0,,0.841,Medium
2025-11-17T00:34:16.549754,Find the total number of units sold per product in the ‘Confections’ category.,"SELECT p.ProductName, SUM(p.UnitsSold) FROM Sales s INNER JOIN Products p ON s.ProductID = p.ProductID WHERE p.CategoryID IN (SELECT c.CategoryID FROM Categories c WHERE c.CategoryName = 'Confections') GROUP BY p.ProductName",True,False,0,,0.841,Medium
2025-11-17T00:34:20.706356,List all orders where the shipped date is later than the required date.,"SELECT p.ProductName, SUM(p.UnitsSold) FROM Sales s INNER JOIN Products p ON s.ProductID = p.ProductID WHERE p.CategoryID IN (SELECT c.CategoryID FROM Categories c WHERE c.CategoryName = 'Confections') GROUP BY p.ProductName",True,False,0,,0.841,Medium
2025-11-17T00:35:01.851021,List all orders where the shipped date is later than the required date.,SELECT * FROM Orders WHERE ShippedDate > RequiredDate,True,True,0,,0.776,Medium
2025-11-17T00:35:01.947872,List all orders where the shipped date is later than the required date.,SELECT * FROM Orders WHERE ShippedDate > RequiredDate,True,True,1000,,0.776,Medium
2025-11-17T00:35:09.023106,List all orders where the shipped date is later than the required date.,SELECT * FROM Orders WHERE ShippedDate > RequiredDate,True,True,1000,,0.776,Medium
2025-11-17T00:36:22.774322,Find products that have never been ordered.,SELECT * FROM Orders WHERE ShippedDate > RequiredDate,True,True,1000,,0.776,Medium
2025-11-17T00:37:14.749716,Find products that have never been ordered.,SELECT p.ProductName FROM Products p LEFT JOIN Orders o ON p.ProductID = o.OrderID WHERE o.OrderID IS NULL,True,True,0,,0.799,Medium
2025-11-17T00:37:14.785816,Find products that have never been ordered.,SELECT p.ProductName FROM Products p LEFT JOIN Orders o ON p.ProductID = o.OrderID WHERE o.OrderID IS NULL,True,True,77,,0.799,Medium
2025-11-17T00:37:25.020697,Find products that have never been ordered.,SELECT p.ProductName FROM Products p LEFT JOIN Orders o ON p.ProductID = o.OrderID WHERE o.OrderID IS NULL,True,True,77,,0.799,Medium
2025-11-17T00:38:01.886297,Identify the supplier whose products are most popular in Germany.,SELECT p.ProductName FROM Products p LEFT JOIN Orders o ON p.ProductID = o.OrderID WHERE o.OrderID IS NULL,True,True,77,,0.799,Medium
2025-11-17T00:39:18.718454,Identify the supplier whose products are most popular in Germany.,"SELECT s.CompanyName FROM Suppliers s INNER JOIN (SELECT SupplierID, COUNT(*) as TotalOrders FROM Sales GROUP BY SupplierID ORDER BY TotalOrders DESC LIMIT 1) t ON s.SupplierID = t.SupplierID WHERE s.Country = 'Germany' AND s.Discontinued = 'No'",False,False,0,,0.754,Medium
2025-11-17T00:39:18.740620,Identify the supplier whose products are most popular in Germany.,"SELECT s.CompanyName FROM Suppliers s INNER JOIN (SELECT SupplierID, COUNT(*) as TotalOrders FROM Sales GROUP BY SupplierID ORDER BY TotalOrders DESC LIMIT 1) t ON s.SupplierID = t.SupplierID WHERE s.Country = 'Germany' AND s.Discontinued = 'No'",True,False,0,,0.754,Medium
